,id,sentence,subject_entity,object_entity,label
369,스타트업 컴퍼니_20,"공동 창업자에 관한 단편적인 일화로 엘론 머스크의 이야기가 유명한데, 테슬라 모터스 CEO 겸 회장 엘론 머스크는 테슬라 모터스에 공동 창업자 직함을 사용하다 고소당한 기록이 있다..","{'start': 56, 'text': '엘론 머스크', 'type': 'per'}","{'start': 73, 'text': '공동 창업자', 'type': 'poh'}",no_relation
370,스타트업 컴퍼니_4,"스타트업이란 용어는 닷컴 버블 이후 함께 등장하는데, 당시에는 닷컴 회사들을 지칭하는 의미로 쓰였다.","{'start': 0, 'text': '스타트업', 'type': 'poh'}","{'start': 35, 'text': '닷컴 회사', 'type': 'poh'}",poh:type
371,스타트업 컴퍼니_33,이 쟁점은 오늘날 산업계를 바라보는 많은 학자들과 대중이 우려하는 부분이다.,"{'start': 23, 'text': '학자', 'type': 'per'}","{'start': 28, 'text': '대중', 'type': 'per'}",no_relation
372,스타트업 컴퍼니_16,시리즈A 투자 단계는 아직 실적이 없는 회사로서 존재 가치를 증명해 투자를 받아내는 일이 매우 어려운 일이라서 '마의 구간’으로 불린다.,"{'start': 0, 'text': '시리즈A 투자 단계', 'type': 'poh'}","{'start': 63, 'text': '마의 구간', 'type': 'poh'}",poh:type
373,스타트업 컴퍼니_18,"이미 존재하는 기업들 역시 공동 창업자가 있을 수 있으나, 공동 창업자라는 용어는 일반적으로 기업가와 해커, 엔젤 투자자, 웹 개발자, 웹 디자이너 등으로 구성된 기업의 성장과 관련된 모든 사람들을 지칭한다.","{'start': 52, 'text': '기업가', 'type': 'poh'}","{'start': 76, 'text': '웹 디자이너', 'type': 'poh'}",no_relation
374,스타트업 컴퍼니_15,통상 시리즈A 투자는 시제품 개발부터 본격적인 시장 공략 직전까지의 기간(보통 18개월 전후)에 받는 투자를 지칭한다.,"{'start': 57, 'text': '투자', 'type': 'poh'}","{'start': 3, 'text': '시리즈A', 'type': 'poh'}",poh:type
375,스타트업 컴퍼니_19,"공동 창업자에 관한 단편적인 일화로 엘론 머스크의 이야기가 유명한데, 테슬라 모터스 CEO 겸 회장 엘론 머스크는 테슬라 모터스에 공동 창업자 직함을 사용하다 고소당한 기록이 있다.","{'start': 39, 'text': '테슬라', 'type': 'org'}","{'start': 56, 'text': '엘론 머스크', 'type': 'per'}",org:members
376,스타트업 컴퍼니_14,"미국 실리콘밸리에서는 투자 회차에 따라 A, B, C로 우선주를 구분했다..","{'start': 31, 'text': '우선주', 'type': 'poh'}","{'start': 0, 'text': '미국 실리콘밸리', 'type': 'loc'}",no_relation
377,스타트업 컴퍼니_1,"스타트업 컴퍼니는 미국 실리콘밸리에서 생겨난 용어로서, 혁신적 기술과 아이디어를 보유한 설립된 지 얼마 되지 않은 창업 기업이다.","{'start': 64, 'text': '창업 기업', 'type': 'poh'}","{'start': 0, 'text': '스타트업 컴퍼니', 'type': 'poh'}",poh:type
378,스타트업 컴퍼니_13,"미국 실리콘밸리에서는 투자 회차에 따라 A, B, C로 우선주를 구분했다.","{'start': 31, 'text': '우선주', 'type': 'poh'}","{'start': 22, 'text': 'A', 'type': 'poh'}",poh:type
379,스타트업 컴퍼니_32,"실패한 스타트업 회사들의 경우, 회사를 정리하면서 고유 기술을 특허 괴물에 판매하는 경우가 많다.","{'start': 4, 'text': '스타트업 회사', 'type': 'poh'}","{'start': 35, 'text': '특허 괴물', 'type': 'poh'}",no_relation
380,스타트업 컴퍼니_12,"이 중 구글은 스타트업 회사를 인수하며 성장한 스타트업 회사이며, 모든 노동자들이 집에서 일하는 듯한 업무 환경을 제공하는 대표적인 기업이다.","{'start': 4, 'text': '구글', 'type': 'org'}","{'start': 40, 'text': '노동자', 'type': 'per'}",org:members
381,스타트업 컴퍼니_6,"스타트업 회사는 다양한 마일스톤(Milestone, 목표)를 거치며 성장한다.","{'start': 0, 'text': '스타트업 회사', 'type': 'poh'}","{'start': 13, 'text': '마일스톤', 'type': 'poh'}",no_relation
382,스타트업 컴퍼니_2,"스타트업 컴퍼니는 미국 실리콘밸리에서 생겨난 용어로서, 혁신적 기술과 아이디어를 보유한 설립된 지 얼마 되지 않은 창업 기업이다..","{'start': 0, 'text': '스타트업 컴퍼니', 'type': 'poh'}","{'start': 10, 'text': '미국 실리콘밸리', 'type': 'loc'}",no_relation
383,스타트업 컴퍼니_8,스타트업 회사의 특성상 투자자들은 일반적으로 신생 회사의 불안정성을 감수하고 투자한다.,"{'start': 13, 'text': '투자자', 'type': 'per'}","{'start': 25, 'text': '신생 회사', 'type': 'poh'}",no_relation
384,스타트업 컴퍼니_7,스타트업 회사는 신생 회사이며 적은 자본으로 시작할 확률이 매우 높기 때문에 사업이 본 궤도에 오르기 어렵다.,"{'start': 9, 'text': '신생 회사', 'type': 'poh'}","{'start': 0, 'text': '스타트업 회사', 'type': 'poh'}",poh:type
385,스타트업 컴퍼니_0,스타트업 컴퍼니(영어: startup company) 또는 스타트업(영어: startup)은 설립한 지 오래되지 않은 신생 벤처기업을 뜻한다.,"{'start': 69, 'text': '벤처기업', 'type': 'poh'}","{'start': 0, 'text': '스타트업 컴퍼니', 'type': 'poh'}",poh:type
386,스타트업 컴퍼니_3,스타트업 컴퍼니는 자체적인 비즈니스 모델을 가지고 있는 작은 그룹이나 프로젝트성 회사이다.,"{'start': 39, 'text': '프로젝트성 회사', 'type': 'poh'}","{'start': 0, 'text': '스타트업 컴퍼니', 'type': 'poh'}",poh:type
387,스타트업 컴퍼니_9,투자는 벤처 캐피털 회사와 엔젤 투자자들이 지원하는 것이 일반적이다.,"{'start': 4, 'text': '벤처 캐피털 회사', 'type': 'poh'}","{'start': 15, 'text': '엔젤 투자자', 'type': 'poh'}",no_relation
388,스타트업 컴퍼니_31,"이것은 스타트업 기업이 실패했을 때 훌륭한 출구 전략이 되지만, 한편으론 거대 기업의 지식과 영향력이 넓어진다는 것을 의미한다.","{'start': 4, 'text': '스타트업 기업', 'type': 'poh'}","{'start': 41, 'text': '거대 기업', 'type': 'poh'}",no_relation
389,스타트업 컴퍼니_25,"2005년에 경제잡지 이코노미스트는 75%의 미국 기업들이 지적 재산권을 기반으로 사업을 한다고 밝힌 바 있으며, 이 중 40% 이상이 1980년대에 설립됐다고 했다.","{'start': 12, 'text': '이코노미스트', 'type': 'org'}","{'start': 0, 'text': '2005년', 'type': 'dat'}",no_relation
390,스타트업 컴퍼니_27,"대표적인 예가 구글로, 창업자인 래리 페이지(구글의 CEO)는 막대한 부를 거머쥠과 동시에 대주주가 됐다..","{'start': 8, 'text': '구글', 'type': 'org'}","{'start': 18, 'text': '래리 페이지', 'type': 'per'}",org:members
391,카카오_75,"카카오 서비스인 카카오헬로는 카카오계정 기반 전화 앱 서비스로 출시 5일 만에 50만 가입자를 모으며 큰 인기를 끌었지만, 2016년 1월 19일 서비스가 종료되었다.","{'start': 0, 'text': '카카오', 'type': 'org'}","{'start': 9, 'text': '카카오헬로', 'type': 'poh'}",no_relation
392,카카오_72,"카카오 서비스 중, 카카오드라이버는 대리운전 서비스이다.. (2016년 5월 31일 정식 서비스 시작)","{'start': 11, 'text': '카카오드라이버', 'type': 'poh'}","{'start': 34, 'text': '2016년 5월 31일', 'type': 'dat'}",poh:start_date
393,카카오_26,"석종훈은 다음커뮤니케이션에서 다음미디어 부문 대표, 각자 대표이사를 2006년 4월에 선임했다.","{'start': 5, 'text': '다음커뮤니케이션', 'type': 'org'}","{'start': 0, 'text': '석종훈', 'type': 'per'}",org:members
394,카카오_65,"멜론은 음악 듣기, 연예 매니지먼트 등 제공하며, 1월 11일에 카카오가 인수하면서 카카오M이 운영하지 않고 카카오가 운영한다.","{'start': 0, 'text': '멜론', 'type': 'org'}","{'start': 11, 'text': '연예 매니지먼트', 'type': 'poh'}",product
395,카카오_70,"카카오맵은 전국을 50cm급 고해상도 항공 사진으로 보여주는 ‘스카이뷰’ 및 실제 거리 모습을 파노라마 사진으로 촬영한 ‘로드뷰’ 등으로 구성된 지도 서비스이다., (다음 지도에서 명칭 변경)","{'start': 0, 'text': '카카오맵', 'type': 'poh'}","{'start': 68, 'text': '로드뷰', 'type': 'poh'}",poh:type
396,카카오_59,카카오는 '한국카카오은행주식회사'를 주식회사 카카오뱅크로 법인명을 2020년 6월 1일에 변경했다.,"{'start': 25, 'text': '카카오뱅크', 'type': 'org'}","{'start': 6, 'text': '한국카카오은행주식회사', 'type': 'org'}",alternate
397,카카오_82,최근 라이코스시네마와 웹온(WebOn) 등의 신규 서비스를 라이코스가 새로 론칭했다.,"{'start': 33, 'text': '라이코스', 'type': 'org'}","{'start': 12, 'text': '웹온', 'type': 'poh'}",product
398,카카오_27,"석종훈은 다음커뮤니케이션에서 다음미디어 부문 대표, 각자 대표이사를 2006년 4월에 선임했다..","{'start': 0, 'text': '석종훈', 'type': 'per'}","{'start': 25, 'text': '대표', 'type': 'poh'}",per:title
399,카카오_22,"다음커뮤니케이션은 2000년 1월에 다음 검색 서비스 오픈, 2000년 7월에 다음 금융플라자 오픈, 2001년 9월 다음세대재단 설립했다..","{'start': 66, 'text': '다음세대재단', 'type': 'org'}","{'start': 57, 'text': '2001년 9월', 'type': 'dat'}",org:founded
400,카카오_29,"지도 서비스 스카이뷰, 로드뷰를 다음커뮤니케이션이 2009년 1월에 정식 오픈했고 2009년 3월 최세훈 대표이사 취임했다..","{'start': 18, 'text': '다음커뮤니케이션', 'type': 'org'}","{'start': 55, 'text': '최세훈', 'type': 'per'}",org:members
401,카카오_23,다음커뮤니케이션은 미디어다음을 2003년 1월에 오픈했고 2004년 3월에 제주도 이전 협약식 체결했다.,"{'start': 0, 'text': '다음커뮤니케이션', 'type': 'org'}","{'start': 10, 'text': '미디어다음', 'type': 'poh'}",product
402,카카오_11,2010년 3월 18일 아이폰용 모바일 메신저인 카카오톡이 앱스토어에 등록되면서 카카오톡이 처음으로 공개됐다.,"{'start': 45, 'text': '카카오톡', 'type': 'poh'}","{'start': 0, 'text': '2010년 3월 18일', 'type': 'dat'}",poh:start_date
403,카카오_35,다음커뮤니케이션은 2012년 10월에 제주 본사 건물 2012한국건축문화대상 수상했다.,"{'start': 0, 'text': '다음커뮤니케이션', 'type': 'org'}","{'start': 21, 'text': '제주', 'type': 'loc'}",location
404,카카오_25,"2004년 12월에 다음커뮤니케이션은 인터넷전화업체 스카이프와 전략적 제휴 관계를 맺었고 2005년 3월에는 CJ인터넷과 검색, 게임 전략적 제휴 관계를 맺었다..","{'start': 29, 'text': '스카이프', 'type': 'org'}","{'start': 61, 'text': 'CJ인터넷', 'type': 'org'}",no_relation
405,카카오_48,2015년 10월에 회사명을 다음카카오에서 카카오로 변경했고 로엔엔터테인먼트를 2016년 1월 11일에 인수했다..,"{'start': 24, 'text': '카카오', 'type': 'org'}","{'start': 34, 'text': '로엔엔터테인먼트', 'type': 'org'}",related
406,카카오_34,제주도 다음커뮤니케이션 사옥 스페이스닷원(Space.1) 완공 및 본사 이전을 2012년 4월에 완료했다.,"{'start': 4, 'text': '다음커뮤니케이션', 'type': 'org'}","{'start': 0, 'text': '제주도', 'type': 'loc'}",location
407,카카오_45,카카오 - 다음커뮤니케이션 합병을 2014년 5월에 발표했고 2014년 10월 2일 다음이 카카오를 인수하여 다음카카오로 변경했다..,"{'start': 47, 'text': '다음', 'type': 'org'}","{'start': 61, 'text': '다음카카오', 'type': 'org'}",alternate
408,카카오_4,"카카오는 국내 1위인 모바일 메신저인 카카오톡을 비롯하여, 다음, 카카오 T, 멜론 등 다양한 모바일 서비스를 제공하고 있다..","{'start': 0, 'text': '카카오', 'type': 'org'}","{'start': 12, 'text': '모바일 메신저', 'type': 'poh'}",product
409,카카오_76,"카카오 서비스인 카카오헬로는 카카오계정 기반 전화 앱 서비스로 출시 5일 만에 50만 가입자를 모으며 큰 인기를 끌었지만, 2016년 1월 19일 서비스가 종료되었다..","{'start': 9, 'text': '카카오헬로', 'type': 'poh'}","{'start': 69, 'text': '2016년 1월 19일', 'type': 'dat'}",poh:end_date
410,카카오_78,"2004년 7월 31일, 다음은 테라 네트웍스(Terra Networks, S.A)사의 자회사인 미국 포털 업체인 라이코스(www.lycos.com)사 지분 100%를 미화 9,500만 달러에 인수하였다..","{'start': 14, 'text': '다음', 'type': 'org'}","{'start': 64, 'text': '라이코스', 'type': 'org'}",related
411,카카오_47,2015년 10월에 회사명을 다음카카오에서 카카오로 변경했고 로엔엔터테인먼트를 2016년 1월 11일에 인수했다.,"{'start': 24, 'text': '카카오', 'type': 'org'}","{'start': 16, 'text': '다음카카오', 'type': 'org'}",alternate
412,카카오_73,"카카오 T(카카오 서비스)는 택시 호출, 택시 위치 확인, 내비게이션, 대리운전 기능 제공한다. (카카오택시에서 명칭 변경)","{'start': 0, 'text': '카카오 T', 'type': 'poh'}","{'start': 55, 'text': '카카오택시', 'type': 'poh'}",poh:type
413,카카오_33,2011년 3월에 온라인 손해보험사 에르고다음다이렉트의 보유지분 전량 124억원을 다음커뮤니케이션이 처분했다.,"{'start': 46, 'text': '다음커뮤니케이션', 'type': 'org'}","{'start': 20, 'text': '에르고다음다이렉트', 'type': 'org'}",no_relation
414,카카오_41,"2013년 8월에 모바일 전용 콘텐츠 스토리볼을 다음커뮤니케이션에서 출시, 쏠메일·쏠캘린더 앱 을 2013년 9월 11일에 출시했다..","{'start': 42, 'text': '쏠메일·쏠캘린더 앱', 'type': 'poh'}","{'start': 55, 'text': '2013년 9월 11일', 'type': 'dat'}",poh:start_date
415,카카오_89,2015년 5월 19일 다음카카오는 내비게이션 애플리케이션인 '국민내비 김기사'를 제작 서비스하는 회사인 록앤올의 지분 100%를 626억원에 인수해 자회사로 편입 예정이라고 밝혔다.,"{'start': 59, 'text': '록앤올', 'type': 'org'}","{'start': 35, 'text': '국민내비 김기사', 'type': 'poh'}",product
416,카카오_68,이후 멜론은 2021년 7월 1일에 멜론컴퍼니로 자회사 형태로 독립했다.,"{'start': 20, 'text': '멜론컴퍼니', 'type': 'org'}","{'start': 3, 'text': '멜론', 'type': 'org'}",alternate
417,카카오_24,"2004년 12월에 다음커뮤니케이션은 인터넷전화업체 스카이프와 전략적 제휴 관계를 맺었고 2005년 3월에는 CJ인터넷과 검색, 게임 전략적 제휴 관계를 맺었다.","{'start': 11, 'text': '다음커뮤니케이션', 'type': 'org'}","{'start': 29, 'text': '스카이프', 'type': 'org'}",related
418,카카오_37,SK컴즈와 검색광고 제휴관계를 다음커뮤니케이션에서 2012년 12월에 맺었고 다음 메일 앱을 2013년 3월 19일에 출시했다.,"{'start': 17, 'text': '다음커뮤니케이션', 'type': 'org'}","{'start': 0, 'text': 'SK컴즈', 'type': 'org'}",related
419,카카오_94,"카카오프렌즈, 카카오TV, 카카오홈, 카카오플레이스 등은 카카오 서비스 종류 중 하나이다.","{'start': 32, 'text': '카카오', 'type': 'org'}","{'start': 21, 'text': '카카오플레이스', 'type': 'poh'}",product
420,카카오_69,카카오맵은 전국을 50cm급 고해상도 항공 사진으로 보여주는 ‘스카이뷰’ 및 실제 거리 모습을 파노라마 사진으로 촬영한 ‘로드뷰’ 등으로 구성된 지도 서비스이다. (다음 지도에서 명칭 변경),"{'start': 0, 'text': '카카오맵', 'type': 'poh'}","{'start': 92, 'text': '다음 지도', 'type': 'poh'}",poh:type
421,카카오_57,2018년 3월에 여민수과 조수용은 카카오 공동대표 취임했다..,"{'start': 20, 'text': '카카오', 'type': 'org'}","{'start': 10, 'text': '여민수', 'type': 'per'}",org:members
422,카카오_15,박건희와 이재웅이 1995년 2월에 '다음커뮤니케이션' 공동 설립했다..,"{'start': 21, 'text': '다음커뮤니케이션', 'type': 'org'}","{'start': 10, 'text': '1995년 2월', 'type': 'dat'}",org:founded
423,카카오_58,카카오‧카카오M은 2018년 9월에 합병했다.,"{'start': 0, 'text': '카카오', 'type': 'org'}","{'start': 4, 'text': '카카오M', 'type': 'org'}",related
424,카카오_60,카카오는 '한국카카오은행주식회사'를 주식회사 카카오뱅크로 법인명을 2020년 6월 1일에 변경했다..,"{'start': 0, 'text': '카카오', 'type': 'org'}","{'start': 25, 'text': '카카오뱅크', 'type': 'org'}",related
425,카카오_86,"카카오의 모든 임직원은 자신의 이름을 사용하지 않고, 입사 시 영어식 이름을 정해 사용해야 한다. 예를 들어 김범수 이사회 의장의 영어 이름은 브라이언(영어: Brian)이다..","{'start': 61, 'text': '김범수', 'type': 'per'}","{'start': 65, 'text': '이사회 의장', 'type': 'poh'}",per:title
426,카카오_44,카카오 - 다음커뮤니케이션 합병을 2014년 5월에 발표했고 2014년 10월 2일 다음이 카카오를 인수하여 다음카카오로 변경했다.,"{'start': 0, 'text': '카카오', 'type': 'org'}","{'start': 6, 'text': '다음커뮤니케이션', 'type': 'org'}",related
427,카카오_96,카카오드라이버(대리운전) 정식 서비스를 2016년 5월에 개시했다.,"{'start': 0, 'text': '카카오드라이버', 'type': 'poh'}","{'start': 22, 'text': '2016년 5월', 'type': 'dat'}",poh:start_date
428,카카오_61,"카카오톡, 카카오스토리, 카카오페이지, 카카오그룹과 티스토리는 카카오 서비스이다.","{'start': 35, 'text': '카카오', 'type': 'org'}","{'start': 14, 'text': '카카오페이지', 'type': 'poh'}",product
429,카카오_28,"지도 서비스 스카이뷰, 로드뷰를 다음커뮤니케이션이 2009년 1월에 정식 오픈했고 2009년 3월 최세훈 대표이사 취임했다.","{'start': 7, 'text': '스카이뷰', 'type': 'poh'}","{'start': 28, 'text': '2009년 1월', 'type': 'dat'}",poh:start_date
430,카카오_62,티스토리는 '태터 앤 컴퍼니'와 카카오가 합작하여 만들어진 태터툴즈 기반의 블로그 서비스이다.,"{'start': 7, 'text': '태터 앤 컴퍼니', 'type': 'org'}","{'start': 18, 'text': '카카오', 'type': 'org'}",related
431,카카오_52,"카카오드라이버(대리운전) 정식 서비스를 2016년 5월에 개시, 2017년 7월 27일에 카카오뱅크 서비스 시작과 카카오모빌리티를 2017년 8월에 카카오가 출범했다.","{'start': 83, 'text': '카카오', 'type': 'org'}","{'start': 64, 'text': '카카오모빌리티', 'type': 'poh'}",product
432,카카오_56,2018년 3월에 여민수과 조수용은 카카오 공동대표 취임했다.,"{'start': 15, 'text': '조수용', 'type': 'per'}","{'start': 24, 'text': '공동대표', 'type': 'poh'}",per:title
433,카카오_71,"카카오 서비스 중, 카카오드라이버는 대리운전 서비스이다. (2016년 5월 31일 정식 서비스 시작)","{'start': 0, 'text': '카카오', 'type': 'org'}","{'start': 11, 'text': '카카오드라이버', 'type': 'poh'}",product
434,카카오_92,2018년 3월에 조수용과 여민수는 카카오 공동대표로 취임했다...,"{'start': 10, 'text': '조수용', 'type': 'per'}","{'start': 15, 'text': '여민수', 'type': 'per'}",related
435,카카오_19,1997년 5월에 다음커뮤니케이션은 대한민국 최초 무료 웹 메일 서비스 한메일(현재의 Daum 메일) 오픈했다...,"{'start': 40, 'text': '한메일', 'type': 'poh'}","{'start': 0, 'text': '1997년 5월', 'type': 'dat'}",poh:start_date
436,카카오_95,"카카오프렌즈, 카카오헤어샵, 카카오 키즈 등은 카카오 서비스 종류 중 하나이다.","{'start': 16, 'text': '카카오 키즈', 'type': 'poh'}","{'start': 0, 'text': '카카오프렌즈', 'type': 'poh'}",no_relation
437,카카오_7,NHN의 전 대표였던 김범수가 2010년 2월 아이위랩을 통해 실시간 그룹형 커뮤니티 서비스인 마이크로카페 '카카오 아지트'를 공개하면서 카카오톡의 초안이 만들어졌다.,"{'start': 12, 'text': '김범수', 'type': 'per'}","{'start': 0, 'text': 'NHN', 'type': 'org'}",no_relation
438,카카오_38,SK컴즈와 검색광고 제휴관계를 다음커뮤니케이션에서 2012년 12월에 맺었고 다음 메일 앱을 2013년 3월 19일에 출시했다..,"{'start': 17, 'text': '다음커뮤니케이션', 'type': 'org'}","{'start': 43, 'text': '다음 메일 앱', 'type': 'poh'}",product
439,카카오_90,2015년 5월 19일 다음카카오는 내비게이션 애플리케이션인 '국민내비 김기사'를 제작 서비스하는 회사인 록앤올의 지분 100%를 626억원에 인수해 자회사로 편입 예정이라고 밝혔다..,"{'start': 59, 'text': '록앤올', 'type': 'org'}","{'start': 13, 'text': '다음카카오', 'type': 'org'}",no_relation
440,카카오_16,박건희와 이재웅이 1995년 2월에 '다음커뮤니케이션' 공동 설립했다...,"{'start': 21, 'text': '다음커뮤니케이션', 'type': 'org'}","{'start': 5, 'text': '이재웅', 'type': 'per'}",org:members
441,카카오_77,"2004년 7월 31일, 다음은 테라 네트웍스(Terra Networks, S.A)사의 자회사인 미국 포털 업체인 라이코스(www.lycos.com)사 지분 100%를 미화 9,500만 달러에 인수하였다.","{'start': 18, 'text': '테라 네트웍스', 'type': 'org'}","{'start': 64, 'text': '라이코스', 'type': 'org'}",related
442,카카오_84,"2010년 8월, 다음은 라이코스를 와이브랜트(Ybrant Media Acquisition Inc.)에 매각하였다..","{'start': 20, 'text': '와이브랜트', 'type': 'org'}","{'start': 14, 'text': '라이코스', 'type': 'org'}",related
443,카카오_36,다음커뮤니케이션은 2012년 10월 제주 본사 건물 2012한국건축문화대상 수상했다..,"{'start': 0, 'text': '다음커뮤니케이션', 'type': 'org'}","{'start': 29, 'text': '2012한국건축문화대상', 'type': 'poh'}",no_relation
444,카카오_63,티스토리는 '태터 앤 컴퍼니'와 카카오가 합작하여 만들어진 태터툴즈 기반의 블로그 서비스이다..,"{'start': 7, 'text': '태터 앤 컴퍼니', 'type': 'org'}","{'start': 0, 'text': '티스토리', 'type': 'poh'}",product
445,카카오_51,카카오는 2016년 1월 11일에 로엔엔터테인먼트 인수 및 2016년 1월 22일에 한국카카오은행주식회사을 설립했다...,"{'start': 47, 'text': '한국카카오은행주식회사', 'type': 'org'}","{'start': 33, 'text': '2016년 1월 22일', 'type': 'dat'}",org:founded
446,카카오_91,다음카카오는 온라인과 오프라인을 연결하는 O2O(Online to Offline) 비즈니스를 나감에 있어 내비게이션 등 교통 관련 서비스는 매우 중요한 요소 중 하나라며 인수 목적을 밝혔다.,"{'start': 0, 'text': '다음카카오', 'type': 'org'}","{'start': 23, 'text': 'O2O', 'type': 'poh'}",no_relation
447,카카오_12,"2010년 3월 18일, 카카오는 아이폰용 모바일 메신저인 카카오톡이 앱스토어에 등록되면서 카카오톡이 처음으로 공개됐다..","{'start': 14, 'text': '카카오', 'type': 'org'}","{'start': 19, 'text': '아이폰용 모바일 메신저', 'type': 'poh'}",product
448,카카오_79,"라이코스는 1995년, 검색 서비스를 기반으로 설립되었으며, 핵심서비스는 라이코스(lycos), 하봇(Hotbot) 등의 검색 서비스, 트라이포드(Tripod), 엔젤화이어(AngelFire) 등의 홈페이지/블로그 서비스 등이 있다.","{'start': 0, 'text': '라이코스', 'type': 'org'}","{'start': 6, 'text': '1995년', 'type': 'dat'}",org:founded
449,카카오_8,NHN의 전 대표였던 김범수가 2010년 2월 아이위랩을 통해 실시간 그룹형 커뮤니티 서비스인 마이크로카페 '카카오 아지트'를 공개하면서 카카오톡의 초안이 만들어졌다..,"{'start': 12, 'text': '김범수', 'type': 'per'}","{'start': 61, 'text': '카카오 아지트', 'type': 'poh'}",product
450,카카오_93,다음카카오는 온라인과 오프라인을 연결하는 O2O(Online to Offline) 비즈니스를 나감에 있어 내비게이션 등 교통 관련 서비스는 매우 중요한 요소 중 하나라며 인수 목적을 밝혔다..,"{'start': 23, 'text': 'O2O', 'type': 'poh'}","{'start': 27, 'text': 'Online to Offline', 'type': 'poh'}",poh:type
451,카카오_30,2010년 6월에 다음커뮤니케이션은 모바일 메신저 마이피플 런칭했다.,"{'start': 10, 'text': '다음커뮤니케이션', 'type': 'org'}","{'start': 28, 'text': '마이피플', 'type': 'poh'}",product
452,카카오_54,"카카오드라이버(대리운전) 정식 서비스를 2016년 5월에 개시, 2017년 7월 27일에 카카오뱅크 서비스 시작과 카카오모빌리티를 2017년 8월에 카카오가 출범했다...","{'start': 50, 'text': '카카오뱅크', 'type': 'poh'}","{'start': 36, 'text': '2017년 7월 27일', 'type': 'dat'}",poh:start_date
453,카카오_80,"라이코스는 1995년, 검색 서비스를 기반으로 설립되었으며, 핵심서비스는 라이코스(lycos), 하봇(Hotbot) 등의 검색 서비스, 트라이포드(Tripod), 엔젤화이어(AngelFire) 등의 홈페이지/블로그 서비스 등이 있다..","{'start': 0, 'text': '라이코스', 'type': 'org'}","{'start': 91, 'text': '엔젤화이어', 'type': 'poh'}",product
454,카카오_83,"2010년 8월, 다음은 라이코스를 와이브랜트(Ybrant Media Acquisition Inc.)에 매각하였다.","{'start': 10, 'text': '다음', 'type': 'org'}","{'start': 14, 'text': '라이코스', 'type': 'org'}",no_relation
455,카카오_64,'태터 앤 컴퍼니'가 구글코리아에 인수되면서 현재는 카카오가 모든 지분을 소유한다.,"{'start': 12, 'text': '구글코리아', 'type': 'org'}","{'start': 1, 'text': '태터 앤 컴퍼니', 'type': 'org'}",related
456,카카오_18,1997년 5월에 다음커뮤니케이션은 대한민국 최초 무료 웹 메일 서비스 한메일(현재의 Daum 메일) 오픈했다..,"{'start': 10, 'text': '다음커뮤니케이션', 'type': 'org'}","{'start': 40, 'text': '한메일', 'type': 'poh'}",product
457,카카오_3,"카카오는 국내 1위인 모바일 메신저인 카카오톡을 비롯하여, 다음, 카카오 T, 멜론 등 다양한 모바일 서비스를 제공하고 있다.","{'start': 0, 'text': '카카오', 'type': 'org'}","{'start': 21, 'text': '카카오톡', 'type': 'poh'}",product
458,카카오_74,"카카오 T(카카오 서비스)는 택시 호출, 택시 위치 확인, 내비게이션, 대리운전 기능 제공한다.. (카카오택시에서 명칭 변경)","{'start': 6, 'text': '카카오', 'type': 'org'}","{'start': 0, 'text': '카카오 T', 'type': 'poh'}",product
459,카카오_87,"카카오의 모든 임직원은 자신의 이름을 사용하지 않고, 입사 시 영어식 이름을 정해 사용해야 한다. 예를 들어 김범수 이사회 의장의 영어 이름은 브라이언(영어: Brian)이다...","{'start': 61, 'text': '김범수', 'type': 'per'}","{'start': 80, 'text': '브라이언', 'type': 'per'}",alternate
460,카카오_66,"멜론은 음악 듣기, 연예 매니지먼트 등 제공하며, 1월 11일에 카카오가 인수하면서 카카오M이 운영하지 않고 카카오가 운영한다..","{'start': 36, 'text': '카카오', 'type': 'org'}","{'start': 0, 'text': '멜론', 'type': 'org'}",related
461,카카오_1,"주식회사 카카오(영어: Kakao Corp.)는 대한민국의 IT 기업이다. 1995년 2월 설립된 (주)다음커뮤니케이션을 전신으로 하고, (주)다음커뮤니케이션이 2014년 10월 (주)카카오와 합병하면서 상호를 (주)다음카카오로 변경했고, 2015년 10월 상호를 (주)카카오로 변경했다.. ","{'start': 148, 'text': '(주)카카오', 'type': 'org'}","{'start': 118, 'text': '(주)다음카카오', 'type': 'org'}",alternate
462,카카오_32,모바일 광고 플랫폼 Ad@m을 다음커뮤니케이션이 2010년 12월에 출시했다..,"{'start': 11, 'text': 'Ad@m', 'type': 'poh'}","{'start': 27, 'text': '2010년 12월', 'type': 'dat'}",poh:start_date
463,카카오_46,2015년 6월 30일에 마이피플 서비스를 다음카카오가 종료했다.,"{'start': 14, 'text': '마이피플', 'type': 'poh'}","{'start': 0, 'text': '2015년 6월 30일', 'type': 'dat'}",poh:end_date
464,카카오_21,"다음커뮤니케이션은 2000년 1월에 다음 검색 서비스 오픈, 2000년 7월 다음 금융플라자 오픈, 2001년 9월 다음세대재단 설립했다.","{'start': 0, 'text': '다음커뮤니케이션', 'type': 'org'}","{'start': 65, 'text': '다음세대재단', 'type': 'org'}",related
465,카카오_40,"2013년 8월에 모바일 전용 콘텐츠 스토리볼을 다음커뮤니케이션에서 출시, 쏠메일·쏠캘린더 앱을 2013년 9월 11일에 출시했다.","{'start': 27, 'text': '다음커뮤니케이션', 'type': 'org'}","{'start': 21, 'text': '스토리볼', 'type': 'poh'}",product
